month,credit_amount,investment_as_income_percentage,residence_since,age,number_of_credits,people_liable_for,sex,status,housing,skill_level,telephone,foreign_worker,installment_plans,other_debtors,credit_history,purpose,savings,employment,property
15,3758,3,2,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A41,A61,A73,A123
33,2146,4,2,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A30,A45,A61,A73,A123
47,9960,1,2,1,2,1,1,A12,A152,A173,A192,A201,A141,A102,A32,A43,A64,A74,A124
11,7485,4,4,1,1,1,1,A11,A153,A174,A192,A201,A143,A101,A32,A42,A61,A75,A124
8,1364,4,2,0,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A61,A74,A123
22,2788,4,1,0,1,1,1,A11,A153,A173,A191,A201,A141,A101,A32,A42,A61,A72,A124
33,3622,4,2,1,1,1,1,A13,A152,A173,A191,A201,A143,A101,A32,A43,A61,A73,A123
8,2073,2,4,1,1,1,1,A14,A153,A172,A191,A201,A143,A101,A32,A40,A63,A75,A124
11,1842,3,1,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A62,A74,A124
18,750,4,2,0,1,1,1,A12,A152,A172,A191,A201,A143,A103,A32,A43,A61,A73,A121
4,1393,2,1,1,3,2,1,A14,A152,A172,A191,A201,A143,A101,A34,A43,A61,A74,A121
22,1474,4,2,1,1,2,1,A11,A152,A174,A191,A201,A142,A101,A32,A43,A61,A71,A123
5,12976,1,2,0,1,1,1,A12,A152,A171,A192,A201,A143,A101,A32,A40,A65,A71,A122
20,2329,4,2,1,2,1,1,A12,A151,A172,A191,A201,A141,A101,A32,A49,A62,A75,A123
12,1291,4,2,1,2,1,0,A14,A152,A173,A191,A201,A143,A101,A34,A43,A61,A73,A122
30,2101,1,3,1,1,2,1,A11,A152,A173,A191,A201,A143,A103,A32,A43,A61,A75,A122
24,915,4,2,1,1,1,0,A11,A152,A173,A191,A201,A141,A101,A32,A40,A65,A75,A123
5,1412,3,2,1,1,2,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A61,A74,A122
47,3757,3,4,0,2,2,1,A11,A153,A173,A191,A201,A143,A101,A30,A41,A61,A75,A124
12,1185,3,2,1,2,1,0,A14,A152,A173,A191,A201,A143,A101,A34,A49,A61,A73,A121
12,3447,4,3,1,1,2,0,A14,A152,A172,A191,A201,A143,A101,A31,A48,A63,A73,A121
22,1185,4,1,0,1,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A49,A61,A74,A121
11,666,4,4,1,3,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A43,A61,A75,A121
5,1055,4,1,1,1,1,1,A14,A151,A173,A191,A202,A141,A101,A30,A40,A62,A73,A124
22,1538,2,2,1,1,1,1,A13,A152,A173,A191,A201,A143,A101,A32,A42,A61,A73,A121
18,433,3,4,0,1,1,0,A14,A151,A173,A191,A201,A143,A102,A32,A43,A61,A71,A121
4,666,3,4,1,2,1,0,A11,A152,A172,A192,A201,A143,A101,A34,A40,A64,A74,A121
12,2251,1,2,1,1,1,0,A13,A152,A172,A191,A201,A143,A101,A32,A42,A61,A73,A123
30,2150,4,2,0,1,1,0,A12,A152,A173,A191,A201,A141,A103,A32,A40,A61,A73,A124
22,3612,2,3,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A33,A42,A62,A73,A122
8,1603,2,1,0,1,1,1,A12,A152,A173,A192,A201,A143,A101,A32,A42,A65,A74,A123
48,7174,1,1,1,1,1,1,A12,A152,A172,A191,A201,A143,A101,A33,A43,A65,A73,A121
22,2247,4,2,1,2,1,1,A14,A152,A172,A191,A201,A143,A101,A34,A43,A61,A73,A121
11,1842,4,1,1,1,1,1,A11,A153,A173,A191,A201,A143,A101,A31,A43,A61,A73,A124
15,3812,1,4,0,1,1,0,A14,A152,A173,A192,A201,A143,A101,A32,A41,A62,A72,A123
11,1154,4,4,1,3,1,0,A14,A152,A172,A191,A201,A143,A101,A34,A43,A62,A71,A121
11,1442,2,2,1,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A42,A61,A73,A121
24,1603,4,4,1,1,1,0,A11,A152,A173,A191,A201,A143,A101,A32,A43,A61,A75,A123
18,4351,2,4,1,3,1,1,A11,A153,A174,A192,A201,A143,A101,A34,A40,A61,A75,A124
12,2748,2,4,1,3,1,0,A14,A153,A172,A191,A201,A141,A101,A34,A46,A61,A75,A124
10,1126,3,4,1,2,2,1,A14,A152,A172,A191,A202,A143,A101,A34,A40,A61,A75,A121
15,741,4,3,1,1,2,1,A12,A152,A173,A191,A201,A143,A101,A32,A43,A61,A75,A123
33,5433,4,4,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A49,A65,A75,A121
24,1533,4,3,1,1,1,0,A14,A152,A173,A192,A201,A142,A101,A32,A43,A61,A72,A123
13,7855,1,4,1,1,1,1,A11,A152,A174,A192,A202,A143,A101,A32,A40,A61,A75,A122
22,918,4,2,0,2,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A65,A75,A123
18,2238,4,3,1,1,1,1,A14,A152,A173,A191,A202,A143,A101,A32,A40,A65,A74,A122
12,1402,3,4,1,1,1,0,A14,A151,A173,A192,A201,A143,A101,A34,A42,A63,A74,A123
47,10722,4,4,1,1,1,1,A12,A153,A174,A192,A201,A143,A102,A31,A40,A65,A71,A124
47,2762,4,4,1,2,1,1,A12,A152,A173,A191,A201,A143,A101,A32,A43,A61,A74,A121
30,10722,1,1,1,1,1,1,A11,A152,A172,A192,A201,A143,A101,A32,A45,A61,A72,A124
8,2247,1,2,1,1,2,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A61,A73,A121
18,2404,2,2,1,2,1,0,A14,A152,A173,A191,A201,A143,A101,A34,A43,A61,A73,A123
11,1185,2,4,1,1,1,1,A11,A152,A172,A192,A201,A143,A101,A32,A42,A65,A75,A122
4,4611,1,4,1,1,1,0,A14,A152,A173,A191,A201,A143,A101,A32,A42,A61,A72,A122
22,1525,4,4,1,1,1,1,A14,A151,A174,A192,A201,A143,A101,A32,A43,A62,A73,A123
15,3017,3,4,0,2,1,1,A14,A151,A173,A192,A201,A143,A101,A34,A41,A64,A75,A124
11,1402,4,2,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A42,A61,A73,A121
18,1355,4,4,1,1,1,1,A13,A152,A172,A191,A201,A141,A101,A31,A43,A65,A74,A123
15,1381,4,4,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A42,A65,A75,A122
22,3447,4,2,1,1,1,1,A12,A152,A173,A192,A201,A143,A101,A34,A40,A62,A72,A123
47,10722,1,1,1,1,1,0,A11,A152,A172,A192,A201,A143,A101,A32,A40,A61,A72,A121
47,3835,4,3,1,1,2,1,A11,A152,A173,A191,A201,A143,A101,A32,A41,A61,A74,A122
47,7408,2,4,1,1,1,1,A12,A153,A174,A192,A201,A143,A101,A33,A410,A62,A71,A124
12,1092,4,4,1,2,1,0,A12,A152,A173,A192,A201,A143,A103,A32,A43,A61,A73,A121
22,926,4,4,1,1,1,1,A11,A152,A173,A191,A201,A142,A101,A33,A43,A61,A72,A121
11,951,2,2,1,1,1,1,A14,A152,A173,A192,A202,A143,A101,A32,A49,A61,A73,A121
33,8318,1,4,1,1,1,1,A12,A151,A174,A192,A201,A143,A101,A32,A41,A61,A72,A123
24,6419,2,4,1,2,2,0,A11,A153,A174,A192,A201,A143,A101,A34,A41,A61,A75,A124
42,3868,4,4,1,1,1,1,A13,A153,A173,A191,A201,A143,A101,A34,A41,A61,A75,A124
47,7408,4,2,1,2,2,1,A14,A152,A174,A191,A201,A141,A101,A34,A49,A65,A75,A123
48,9960,1,2,1,1,1,0,A12,A152,A173,A192,A201,A143,A101,A32,A42,A61,A72,A123
12,4675,1,4,0,1,1,0,A14,A151,A173,A191,A201,A143,A101,A32,A41,A65,A72,A123
10,1190,4,2,1,1,1,1,A14,A152,A172,A191,A202,A143,A102,A32,A40,A65,A75,A122
18,2073,3,4,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A42,A61,A73,A121
20,2278,3,2,1,2,1,1,A12,A152,A173,A192,A201,A143,A101,A34,A42,A64,A74,A123
4,672,1,4,1,1,1,0,A14,A152,A171,A192,A201,A143,A101,A32,A40,A61,A71,A121
36,3804,4,1,1,1,1,0,A12,A152,A173,A192,A201,A143,A101,A30,A43,A61,A73,A123
22,1244,4,2,1,2,2,1,A13,A152,A172,A191,A201,A141,A101,A34,A40,A65,A74,A121
10,931,4,3,1,2,1,1,A11,A152,A173,A192,A201,A143,A102,A34,A40,A61,A74,A122
47,8487,2,2,1,1,1,1,A14,A153,A173,A191,A201,A141,A101,A34,A40,A63,A73,A124
5,1388,4,2,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A42,A64,A73,A121
30,4811,2,4,0,1,1,0,A14,A151,A172,A191,A201,A142,A101,A32,A41,A65,A74,A122
11,672,4,3,1,1,1,1,A11,A152,A172,A192,A201,A143,A101,A32,A43,A62,A72,A124
7,1237,3,4,0,1,1,0,A12,A152,A173,A191,A201,A143,A101,A32,A42,A61,A73,A121
8,276,4,4,0,1,1,1,A12,A151,A172,A191,A201,A143,A101,A32,A40,A61,A73,A121
47,4351,3,4,1,1,1,1,A12,A153,A171,A192,A201,A141,A101,A32,A410,A65,A71,A124
22,4611,4,1,0,1,1,1,A14,A152,A173,A191,A201,A142,A101,A32,A42,A62,A73,A123
24,3749,2,4,1,1,1,0,A13,A152,A173,A191,A201,A143,A101,A32,A42,A61,A72,A123
11,518,2,3,0,1,1,1,A12,A152,A172,A191,A201,A141,A101,A32,A40,A61,A74,A123
4,1374,1,2,1,1,2,1,A13,A152,A172,A191,A202,A143,A101,A32,A40,A65,A72,A121
33,2288,4,4,1,1,1,1,A11,A152,A173,A191,A201,A141,A101,A31,A42,A61,A75,A123
11,626,2,3,1,1,2,1,A11,A152,A172,A191,A201,A143,A103,A32,A42,A61,A73,A122
24,4351,1,4,1,1,1,0,A12,A152,A172,A192,A201,A143,A101,A32,A42,A65,A73,A122
11,609,4,2,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A46,A61,A73,A123
15,3643,1,4,1,2,1,0,A11,A152,A172,A191,A201,A143,A101,A33,A42,A61,A75,A122
30,3632,4,2,1,2,1,1,A12,A152,A174,A191,A201,A143,A101,A34,A40,A61,A71,A123
22,1567,4,3,1,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A43,A61,A72,A122
22,2671,2,1,1,1,1,1,A11,A153,A174,A192,A201,A143,A101,A32,A41,A61,A74,A124
18,2171,4,2,1,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A42,A64,A73,A123
18,1028,4,3,1,2,1,0,A14,A152,A173,A191,A201,A143,A101,A34,A40,A61,A73,A121
8,3114,1,4,1,2,1,1,A11,A152,A172,A191,A202,A143,A101,A34,A40,A61,A74,A121
11,4675,2,4,1,1,1,1,A14,A151,A173,A192,A201,A143,A101,A34,A42,A65,A75,A122
24,1525,4,3,1,1,2,0,A14,A152,A173,A192,A201,A143,A101,A32,A40,A64,A74,A123
33,3660,4,2,1,1,1,1,A13,A152,A173,A191,A201,A143,A101,A32,A43,A61,A75,A123
5,951,4,4,1,1,2,1,A12,A152,A173,A191,A201,A143,A101,A32,A43,A61,A75,A123
22,5951,2,4,1,2,1,1,A11,A153,A174,A192,A201,A143,A101,A34,A41,A61,A71,A124
18,1864,4,2,1,2,1,0,A14,A152,A173,A191,A201,A143,A101,A34,A46,A62,A73,A121
60,7408,4,2,0,1,1,0,A12,A152,A174,A191,A201,A143,A101,A32,A40,A62,A72,A122
48,11590,2,4,0,2,1,0,A14,A151,A172,A191,A201,A141,A101,A34,A41,A62,A73,A123
22,3609,3,4,0,2,2,1,A11,A151,A173,A191,A201,A141,A101,A30,A42,A61,A75,A124
5,3049,1,4,1,1,1,1,A11,A151,A174,A192,A201,A143,A101,A34,A42,A61,A73,A121
13,2101,2,4,0,1,1,0,A12,A152,A172,A191,A201,A143,A103,A32,A43,A61,A72,A122
15,1275,4,2,0,1,1,0,A11,A151,A173,A191,A201,A143,A101,A32,A44,A65,A73,A123
22,3622,4,4,1,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A42,A61,A73,A122
10,1382,4,2,1,1,1,1,A12,A152,A172,A191,A201,A143,A101,A32,A42,A61,A73,A123
24,5743,2,4,0,2,1,0,A12,A153,A173,A192,A201,A143,A101,A34,A46,A61,A72,A124
20,3599,1,4,1,1,1,0,A11,A151,A172,A191,A201,A143,A101,A32,A42,A61,A74,A123
18,2930,1,3,0,1,1,1,A12,A151,A173,A191,A201,A143,A101,A32,A43,A63,A72,A121
18,3650,1,1,1,1,1,1,A12,A152,A174,A192,A201,A141,A102,A32,A49,A61,A75,A121
10,3573,1,1,1,1,2,1,A13,A152,A172,A191,A201,A143,A103,A32,A40,A61,A72,A122
15,1459,4,2,1,1,1,0,A14,A152,A172,A191,A201,A143,A101,A34,A43,A61,A73,A123
12,763,4,4,0,2,1,1,A12,A152,A173,A191,A201,A143,A103,A34,A43,A61,A72,A121
24,3758,1,4,0,1,1,0,A12,A151,A171,A191,A201,A143,A101,A32,A43,A63,A71,A124
5,1449,1,2,1,2,1,1,A14,A152,A172,A191,A201,A143,A101,A33,A49,A62,A73,A121
8,983,4,3,1,2,2,1,A12,A153,A173,A191,A201,A143,A101,A34,A46,A64,A75,A124
8,1236,1,4,0,1,1,0,A14,A151,A173,A192,A201,A143,A101,A32,A44,A61,A72,A121
8,959,1,2,1,1,1,0,A12,A152,A173,A191,A202,A143,A101,A32,A42,A61,A73,A123
18,2930,2,4,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A34,A41,A65,A71,A124
11,5129,4,2,1,2,1,1,A11,A151,A173,A192,A201,A143,A101,A30,A43,A61,A73,A122
10,672,4,4,1,1,1,1,A14,A153,A173,A192,A201,A143,A101,A32,A46,A63,A75,A124
22,1154,4,2,0,1,1,1,A12,A152,A172,A191,A201,A142,A101,A32,A40,A61,A72,A121
11,1967,1,4,1,1,1,1,A14,A152,A173,A192,A201,A143,A102,A34,A43,A65,A75,A121
33,3660,4,2,1,2,1,1,A14,A152,A174,A192,A201,A143,A101,A33,A43,A61,A73,A123
11,683,4,2,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A43,A61,A73,A121
30,2406,4,4,0,1,1,0,A11,A151,A173,A191,A201,A143,A101,A32,A42,A61,A74,A121
18,1131,4,4,1,1,1,1,A12,A153,A173,A191,A201,A143,A101,A32,A46,A65,A73,A124
11,3123,2,3,1,1,1,1,A13,A152,A174,A191,A201,A143,A101,A32,A43,A65,A75,A123
12,2247,2,2,1,2,1,0,A13,A152,A173,A192,A201,A142,A101,A33,A40,A61,A73,A123
5,1453,1,2,0,1,1,1,A14,A151,A173,A191,A201,A143,A101,A32,A42,A61,A73,A122
18,2073,4,1,0,1,1,1,A11,A152,A171,A191,A201,A143,A101,A32,A42,A61,A71,A123
11,1388,2,4,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A49,A61,A74,A123
18,3447,3,1,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A41,A61,A74,A123
18,3650,1,4,0,1,1,0,A11,A151,A173,A191,A201,A143,A101,A32,A42,A61,A72,A123
33,3181,4,2,1,1,2,1,A11,A152,A173,A191,A201,A143,A101,A32,A42,A61,A75,A123
18,3001,2,4,1,1,1,0,A12,A151,A173,A191,A201,A143,A101,A32,A42,A61,A74,A121
33,2764,4,4,1,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A40,A65,A73,A121
18,5003,3,4,1,2,1,1,A14,A152,A173,A192,A201,A143,A101,A34,A43,A61,A75,A123
10,2146,1,3,0,2,1,0,A14,A151,A173,A191,A201,A143,A101,A34,A42,A61,A72,A121
48,12579,2,4,1,1,1,1,A14,A153,A174,A192,A201,A141,A101,A34,A40,A65,A75,A124
60,14782,3,4,1,2,1,0,A12,A153,A174,A192,A201,A141,A101,A31,A410,A62,A75,A124
48,7685,2,4,1,1,1,0,A11,A151,A173,A191,A201,A143,A103,A31,A49,A61,A74,A123
18,1965,2,3,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A33,A43,A61,A71,A121
7,750,3,4,1,1,1,1,A14,A153,A173,A191,A201,A143,A101,A33,A43,A65,A75,A124
33,12976,4,2,1,1,1,1,A12,A153,A174,A192,A201,A143,A101,A32,A40,A61,A75,A124
4,362,4,4,1,2,1,0,A14,A152,A172,A191,A201,A143,A101,A34,A40,A62,A73,A123
20,1858,4,4,1,1,1,1,A11,A152,A173,A192,A201,A143,A101,A32,A42,A65,A74,A123
18,12976,3,4,1,1,1,0,A12,A153,A174,A192,A201,A143,A101,A32,A41,A61,A71,A124
22,1283,4,4,0,1,1,0,A14,A151,A173,A191,A201,A143,A101,A32,A40,A65,A74,A122
11,1237,4,1,1,1,1,1,A13,A152,A173,A191,A201,A143,A101,A32,A40,A61,A72,A121
30,3632,2,2,1,2,1,1,A14,A152,A172,A191,A201,A143,A101,A33,A49,A62,A73,A122
18,2238,2,1,0,2,1,0,A14,A152,A173,A191,A201,A143,A101,A34,A43,A61,A73,A123
18,1126,4,2,0,1,1,0,A14,A151,A173,A192,A201,A143,A101,A32,A43,A65,A72,A121
18,7127,4,4,1,2,1,1,A12,A152,A174,A192,A201,A142,A101,A34,A42,A61,A71,A122
15,1965,2,4,1,1,1,1,A12,A152,A173,A191,A201,A141,A101,A34,A49,A63,A73,A123
8,1449,3,2,1,2,1,0,A14,A152,A173,A191,A201,A143,A101,A32,A49,A61,A74,A123
18,1474,2,2,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A32,A40,A61,A73,A122
12,983,1,4,0,1,1,0,A12,A151,A172,A191,A201,A143,A101,A32,A42,A64,A72,A121
33,3001,2,4,1,1,2,1,A11,A153,A174,A192,A201,A141,A101,A32,A40,A61,A74,A124
4,1957,1,4,1,1,1,0,A11,A152,A173,A191,A201,A143,A101,A34,A43,A61,A74,A123
8,2022,2,3,1,1,1,1,A14,A152,A174,A191,A201,A143,A101,A34,A42,A61,A71,A123
36,10144,2,3,1,1,1,1,A12,A151,A173,A192,A201,A143,A101,A33,A46,A62,A74,A124
12,2578,3,4,1,1,1,0,A11,A153,A174,A191,A201,A143,A101,A32,A42,A61,A71,A124
33,2012,3,2,1,2,1,1,A11,A152,A173,A192,A201,A143,A101,A34,A42,A61,A73,A122
11,1113,1,1,1,2,1,1,A12,A151,A173,A191,A201,A143,A101,A32,A40,A61,A75,A121
24,1516,4,1,1,2,1,0,A14,A152,A172,A191,A201,A143,A101,A34,A43,A64,A73,A121
18,1364,3,4,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A43,A61,A72,A121
18,1516,4,4,1,2,1,1,A12,A152,A173,A191,A201,A141,A101,A34,A49,A65,A73,A121
22,7758,2,2,1,2,1,1,A14,A152,A173,A192,A201,A141,A101,A33,A49,A61,A72,A123
13,741,4,2,1,2,1,1,A14,A152,A172,A191,A201,A143,A101,A33,A40,A61,A73,A123
18,2631,4,4,1,1,2,1,A12,A152,A173,A191,A201,A143,A101,A33,A40,A65,A75,A123
22,1620,1,1,0,1,1,1,A12,A152,A173,A192,A201,A143,A101,A32,A43,A61,A72,A122
22,1842,4,4,1,2,2,1,A14,A152,A173,A192,A201,A143,A101,A34,A41,A65,A74,A123
15,932,4,2,1,1,1,1,A11,A152,A173,A191,A202,A143,A101,A32,A43,A61,A72,A121
22,3001,3,2,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A32,A43,A63,A75,A123
11,860,4,2,1,3,1,1,A13,A152,A173,A192,A201,A143,A101,A34,A40,A63,A74,A121
24,1967,4,4,0,1,1,0,A12,A152,A173,A192,A201,A143,A101,A32,A43,A61,A75,A123
33,6758,3,2,1,2,1,1,A14,A152,A174,A192,A201,A143,A101,A34,A41,A61,A74,A123
11,1927,4,2,1,2,1,1,A14,A152,A174,A192,A201,A142,A101,A34,A49,A61,A71,A123
10,1424,3,2,1,1,2,1,A14,A151,A172,A191,A202,A143,A101,A32,A40,A63,A73,A124
24,1381,4,2,1,1,1,0,A11,A152,A173,A191,A201,A143,A101,A32,A40,A65,A73,A122
33,4795,2,2,1,2,2,1,A14,A152,A173,A192,A201,A143,A101,A34,A41,A61,A75,A122
11,2133,4,1,1,1,2,1,A11,A152,A172,A191,A201,A143,A101,A32,A40,A61,A72,A121
18,8471,1,2,0,2,1,0,A11,A151,A173,A192,A201,A143,A101,A33,A46,A65,A73,A123
20,2782,1,2,1,1,1,0,A14,A152,A174,A191,A201,A141,A101,A32,A40,A63,A74,A123
18,1042,4,2,1,1,1,0,A12,A152,A173,A191,A201,A143,A101,A32,A40,A65,A73,A122
15,3186,2,3,0,1,1,0,A14,A151,A173,A191,A201,A143,A101,A32,A40,A64,A74,A123
11,1577,4,2,1,1,1,1,A12,A152,A173,A191,A201,A143,A101,A32,A41,A65,A73,A123
11,918,2,3,1,2,2,1,A12,A152,A172,A191,A201,A143,A101,A34,A40,A61,A74,A121
20,1412,4,3,1,2,1,1,A14,A152,A174,A191,A201,A143,A101,A33,A42,A62,A74,A121
12,2762,1,2,0,1,1,0,A12,A152,A173,A192,A201,A141,A101,A32,A42,A65,A75,A122
18,2394,1,3,0,1,1,1,A12,A151,A173,A192,A201,A143,A101,A32,A41,A61,A73,A123
27,2278,4,2,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A43,A61,A75,A123
18,983,4,3,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A34,A43,A64,A73,A121
8,1236,1,4,0,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A42,A61,A75,A123
18,1190,2,4,1,3,2,0,A11,A153,A171,A191,A201,A143,A101,A34,A45,A61,A71,A124
5,3186,1,4,1,1,1,1,A14,A152,A172,A191,A201,A143,A101,A32,A49,A61,A74,A121
22,10144,2,3,1,2,1,1,A12,A152,A174,A192,A201,A141,A102,A32,A410,A61,A73,A123
5,1501,4,4,1,3,1,1,A11,A153,A174,A192,A201,A143,A101,A34,A42,A61,A71,A124
22,1659,4,2,1,2,1,1,A14,A152,A173,A192,A201,A143,A101,A34,A45,A61,A73,A121
8,1837,3,2,0,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A42,A61,A73,A121
11,1374,2,1,0,1,1,1,A12,A152,A173,A192,A201,A143,A101,A32,A43,A65,A73,A121
5,433,2,4,0,1,1,1,A14,A151,A172,A191,A201,A143,A101,A32,A45,A63,A74,A121
24,1287,4,4,1,2,1,0,A14,A152,A173,A192,A201,A143,A101,A34,A40,A64,A75,A121
42,3114,4,4,1,2,1,1,A11,A152,A171,A191,A201,A143,A102,A34,A45,A61,A71,A123
12,609,4,1,1,1,1,0,A13,A152,A171,A191,A201,A143,A101,A31,A49,A61,A72,A121
11,1516,4,4,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A32,A40,A61,A75,A123
12,1620,2,3,1,1,1,0,A11,A152,A173,A191,A201,A143,A102,A32,A42,A61,A73,A122
20,2150,2,3,1,2,1,1,A12,A152,A173,A192,A201,A141,A101,A33,A410,A61,A73,A123
11,666,4,4,1,1,2,1,A14,A152,A172,A191,A201,A141,A101,A32,A46,A61,A75,A123
48,5096,2,3,1,1,1,0,A12,A152,A174,A192,A201,A143,A101,A34,A42,A61,A73,A123
8,1244,4,4,1,2,1,0,A14,A151,A172,A191,A201,A143,A101,A34,A46,A65,A75,A122
36,1842,4,4,1,1,1,0,A11,A152,A173,A192,A201,A143,A101,A32,A40,A61,A72,A123
7,2132,2,2,1,1,1,1,A12,A152,A173,A191,A201,A143,A103,A32,A43,A61,A73,A121
12,1424,3,4,1,1,1,0,A13,A152,A174,A192,A201,A143,A101,A32,A42,A65,A75,A121
15,1381,3,3,1,2,1,1,A12,A152,A173,A191,A201,A142,A101,A33,A45,A64,A73,A122
33,9960,4,2,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A34,A41,A65,A73,A123
4,518,3,1,1,1,1,0,A14,A152,A173,A191,A201,A143,A101,A32,A43,A61,A73,A121
11,2329,2,4,1,2,1,1,A14,A152,A173,A191,A201,A143,A101,A30,A42,A61,A75,A122
22,2238,4,4,1,1,1,1,A14,A152,A174,A192,A201,A143,A101,A32,A41,A61,A75,A123
22,3868,2,3,1,1,1,1,A11,A152,A173,A192,A201,A143,A102,A32,A40,A61,A74,A122
24,2679,4,1,1,1,1,0,A14,A152,A174,A192,A201,A143,A101,A32,A41,A61,A72,A124
11,3488,2,2,1,2,2,1,A11,A151,A173,A191,A201,A143,A101,A34,A40,A61,A73,A121
11,3049,3,4,1,1,1,1,A11,A153,A173,A192,A201,A143,A101,A32,A41,A61,A75,A124
4,276,4,1,1,1,1,0,A11,A152,A173,A191,A201,A143,A101,A32,A44,A61,A72,A121
18,3757,3,2,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A43,A61,A72,A123
33,3244,1,2,1,1,2,1,A11,A152,A173,A191,A201,A143,A103,A32,A42,A61,A73,A122
15,1442,2,3,1,1,1,1,A11,A152,A173,A191,A201,A143,A101,A32,A40,A61,A72,A121
12,3017,3,1,1,1,1,0,A12,A151,A174,A191,A201,A143,A101,A32,A42,A61,A72,A121
11,682,4,4,1,2,1,1,A12,A152,A173,A191,A201,A143,A101,A32,A48,A65,A75,A122
18,1567,4,1,1,2,1,1,A14,A152,A173,A192,A201,A142,A101,A32,A49,A61,A74,A123
22,2671,3,4,1,1,2,1,A11,A152,A173,A192,A201,A141,A103,A32,A41,A61,A73,A124
24,1659,4,2,1,1,1,0,A11,A151,A172,A192,A201,A143,A101,A33,A43,A61,A72,A123
47,6758,3,3,1,2,2,1,A14,A152,A173,A191,A201,A141,A101,A33,A43,A65,A75,A123
33,2764,2,2,1,2,1,0,A14,A152,A173,A192,A201,A143,A101,A33,A49,A61,A73,A123
22,3804,3,3,1,2,1,1,A14,A152,A172,A192,A201,A143,A101,A33,A41,A61,A74,A123
22,2782,3,2,0,1,1,1,A12,A151,A173,A192,A201,A143,A101,A32,A43,A62,A72,A123
4,448,4,4,0,1,1,0,A11,A152,A173,A191,A201,A143,A101,A32,A46,A61,A72,A122
8,433,4,3,1,1,1,1,A11,A152,A172,A191,A201,A143,A101,A32,A40,A61,A73,A123
5,1131,4,4,1,1,2,1,A14,A152,A174,A192,A201,A143,A101,A32,A48,A65,A71,A122
18,1131,4,2,1,1,1,1,A12,A152,A173,A191,A201,A143,A101,A34,A43,A61,A73,A123
18,3114,1,4,1,1,1,0,A11,A151,A173,A191,A201,A143,A101,A30,A42,A61,A72,A122
36,2101,4,4,0,1,1,1,A14,A152,A173,A191,A201,A143,A101,A32,A41,A63,A73,A123
22,4281,4,2,0,1,1,1,A13,A152,A173,A191,A201,A141,A101,A32,A43,A61,A74,A123
11,931,3,4,1,1,1,1,A12,A152,A172,A191,A201,A143,A101,A32,A49,A62,A74,A121
15,1364,4,4,1,2,2,1,A11,A152,A173,A192,A201,A143,A101,A34,A42,A61,A75,A123
12,3573,1,1,0,1,1,0,A12,A152,A172,A191,A201,A143,A101,A34,A43,A61,A73,A121
22,1047,4,1,1,1,1,1,A12,A152,A173,A191,A201,A143,A101,A32,A40,A61,A72,A122
30,3622,4,4,1,2,1,0,A11,A151,A173,A192,A201,A143,A101,A32,A42,A64,A75,A122
15,960,3,2,1,2,1,0,A14,A152,A173,A191,A201,A143,A101,A33,A42,A64,A74,A122
11,996,4,4,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A34,A40,A63,A73,A121
5,1055,4,4,1,1,1,1,A12,A152,A174,A192,A201,A143,A101,A33,A40,A61,A71,A122
11,2764,2,4,1,1,1,1,A14,A152,A173,A192,A201,A143,A101,A32,A43,A61,A73,A123
